technology,year,residual_capacity,model_capacity_unit,retirement_method,base_capacity_formula,source_ids,calculation_id,notes
TEC_fsh_cap_dsl,2043,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_cap_dsl,2044,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_cap_dsl,2045,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_cap_dsl,2046,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_cap_dsl,2047,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_cap_dsl,2048,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_cap_dsl,2049,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_cap_dsl,2050,0,PJ service/year,uniform_age,0.033508266000000002/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_FUEL;SRC_FSH_UNSD_DSD,CALC_FSH_CAPTURE_RC,Existing diesel-equivalent capture fleet; stock may idle.
TEC_fsh_aq_ele,2020,9.7366049999999996e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2021,8.9252212499999986e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2022,8.1138374999999994e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2023,7.3024537500000001e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2024,6.4910700000000009e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2025,5.6796862499999991e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2026,4.8683024999999998e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2027,4.0569187499999997e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2028,3.2455350000000004e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2029,2.4341512499999999e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2030,1.6227674999999996e-06,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2031,8.1138375000000032e-07,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2032,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2033,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2034,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2035,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2036,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2037,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2038,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2039,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2040,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2041,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2042,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2043,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2044,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2045,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2046,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2047,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2048,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2049,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_aq_ele,2050,0,PJ service/year,uniform_age,5.8419629999999998e-06/(1*0.59999999999999998),SRC_FSH_FIJI_MOF_AR2020_21,CALC_FSH_AQ_RC,Existing electrically operated aquaculture equipment; stock may idle.
TEC_fsh_post_ele,2020,0.021702400971428573,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2021,0.020255574240000001,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2022,0.018808747508571432,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2023,0.01736192077714286,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2024,0.015915094045714288,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2025,0.014468267314285717,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2026,0.013021440582857143,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2027,0.011574613851428573,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2028,0.01012778712,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2029,0.00868096038857143,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2030,0.0072341336571428586,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2031,0.0057873069257142872,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2032,0.0043404801942857132,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2033,0.0028936534628571423,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2034,0.0014468267314285712,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2035,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2036,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2037,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2038,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2039,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2040,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2041,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2042,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2043,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2044,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2045,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2046,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2047,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2048,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2049,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_ele,2050,0,PJ service/year,uniform_age,0.01519168068/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_ELEC_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_dsl,2020,0.0057873069257142855,PJ service/year,uniform_age,0.0040511148479999998/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_DSL_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_dsl,2021,0.0054014864639999995,PJ service/year,uniform_age,0.0040511148479999998/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_DSL_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_dsl,2022,0.0050156660022857144,PJ service/year,uniform_age,0.0040511148479999998/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_DSL_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_dsl,2023,0.0046298455405714284,PJ service/year,uniform_age,0.0040511148479999998/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_DSL_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
TEC_fsh_post_dsl,2024,0.0042440250788571433,PJ service/year,uniform_age,0.0040511148479999998/(1*0.69999999999999996),SRC_FSH_FIJI_MOF_AR2020_21;SRC_FSH_FAO_PROCESS,CALC_FSH_POST_DSL_RC,Residual stock sizing uses the observed carrier split only; dispatch is unforced.
