calculation_id,formula,source_ids,assumption_ids,input_calculation_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_NATIONAL_LNDCONLRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.550483606871378}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDCASHITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5564179249051873}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDCASLRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5459418647286416}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDSGCHITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5589206639340225}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDSGCLITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.528743352177268}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDCONHRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5623574200044876}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDCONHITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5416012346151953}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDCONLITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5181281624701057}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDCASHRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5294295596210783}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDYAMHITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5850240574840337}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDCASLITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5426490485910827}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDYAMHRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.520619102605498}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDSGCHRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5233439027193274}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDSGCLRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5295513027488794}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDOTHLITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5777321005423333}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDOTHHITOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5732573756765484}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDOTHLRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5643173223735696}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDOTHHRTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5687363253780187}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDBARTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.546161991254809}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDBLTTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5529969955507883}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDFORTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.551384531190999}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDGRSTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5509318663156915}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDOTHTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.5509318663156915}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_NATIONAL_LNDWATTOT,"sum(zone_area[z] * source_zone_coefficient[z]) / sum(zone_area[z]) for each inherited IAR, OAR and variable-cost coefficient",SRC_FIJI_V25_CASE,ASM_ZONE_WEIGHT_TRANSFER,,"{""sum"":18.2729,""zone_weights"":[1.7554,8.7102,6.1404,1.6669]}",1000 km2,"{""current_mode"":1,""water_coefficient_2020"":2.567174630190063}",model coefficient,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_ENV_LAND,forest + grass/pasture + other/fallow + bare,SRC_FAOSTAT_LAND SRC_IO_LULC_2020,ASM_LAND_RESIDUAL_OTHER ASM_LAND_HORIZON_CONSTANT,CALC_LAND_FOREST_MODEL_UNITS CALC_LAND_GRASS_MODEL_UNITS CALC_LAND_OTHER_RESIDUAL CALC_LAND_BARE_SCALED,"{""bare"":0.0026639171888409225,""forest"":11.1344,""grass"":1.73,""other"":""endogenous residual""}",1000 km2,LNDFORTOT + LNDGRSTOT + LNDOTHTOT + LNDBARTOT,1000 km2,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_ENV_WATER,"sum(activity * (OAR - IAR)) across WTREVTFJI, WTRGRCFJI and WTRSURFJI, with ENV_WATER consuming the remaining positive balance",SRC_FIJI_V25_CASE,ASM_WATER_COEFFICIENT_LINEAGE,,"{""1"":77.27623209624487,""2"":4.032553600713553,""3"":70.2912121672309}",km3 mode upper bounds,exact annual zero residual,km3,scripts/create_fiji_v26_national_land.py,working-tree-2026-07-31,
CALC_THERMAL_2020,fuel_tonnes*41.7/1e6; thermal_MWh*0.0000036; fuel_input_PJ/thermal_output_PJ; price_FJD_per_tonne/41.7/FX,SRC_EFL_ANNUAL SRC_RBF_FX SRC_FIJI_PHASE1F,ASM_THERMAL_NCV,,"{""fuel_tonnes"":74025,""fx_fjd_per_usd"":2.16880492424242,""price_fjd_per_tonne"":1270.69,""thermal_mwh"":349970}",MWh; tonne; FJD/tonne; FJD/USD,"{""input_activity_ratio"":2.4500850072863387,""variable_cost_usd_per_gj"":14.05021812408546}",PJ/PJ; USD/GJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_THERMAL_2021,fuel_tonnes*41.7/1e6; thermal_MWh*0.0000036; fuel_input_PJ/thermal_output_PJ; price_FJD_per_tonne/41.7/FX,SRC_EFL_ANNUAL SRC_RBF_FX SRC_FIJI_PHASE1F,ASM_THERMAL_NCV,,"{""fuel_tonnes"":70715,""fx_fjd_per_usd"":2.07063333333333,""price_fjd_per_tonne"":1402.18,""thermal_mwh"":327810}",MWh; tonne; FJD/tonne; FJD/USD,"{""input_activity_ratio"":2.4987505465564404,""variable_cost_usd_per_gj"":16.2391955750746}",PJ/PJ; USD/GJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_THERMAL_2022,fuel_tonnes*41.7/1e6; thermal_MWh*0.0000036; fuel_input_PJ/thermal_output_PJ; price_FJD_per_tonne/41.7/FX,SRC_EFL_ANNUAL SRC_RBF_FX SRC_FIJI_PHASE1F,ASM_THERMAL_NCV,,"{""fuel_tonnes"":88658,""fx_fjd_per_usd"":2.2014069869585,""price_fjd_per_tonne"":1874.7,""thermal_mwh"":409801}",MWh; tonne; FJD/tonne; FJD/USD,"{""input_activity_ratio"":2.5059850187448705,""variable_cost_usd_per_gj"":20.421864198081426}",PJ/PJ; USD/GJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_THERMAL_2023,fuel_tonnes*41.7/1e6; thermal_MWh*0.0000036; fuel_input_PJ/thermal_output_PJ; price_FJD_per_tonne/41.7/FX,SRC_EFL_ANNUAL SRC_RBF_FX SRC_FIJI_PHASE1F,ASM_THERMAL_NCV,,"{""fuel_tonnes"":109573,""fx_fjd_per_usd"":2.250125,""price_fjd_per_tonne"":1787.94,""thermal_mwh"":505547}",MWh; tonne; FJD/tonne; FJD/USD,"{""input_activity_ratio"":2.5105886956768284,""variable_cost_usd_per_gj"":19.05505649366402}",PJ/PJ; USD/GJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_THERMAL_2024,fuel_tonnes*41.7/1e6; thermal_MWh*0.0000036; fuel_input_PJ/thermal_output_PJ; price_FJD_per_tonne/41.7/FX,SRC_EFL_ANNUAL SRC_RBF_FX SRC_FIJI_PHASE1F,ASM_THERMAL_NCV,,"{""fuel_tonnes"":115368,""fx_fjd_per_usd"":2.2683,""price_fjd_per_tonne"":1871.44,""thermal_mwh"":523752}",MWh; tonne; FJD/tonne; FJD/USD,"{""input_activity_ratio"":2.551486199575372,""variable_cost_usd_per_gj"":19.785150586051458}",PJ/PJ; USD/GJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_THERMAL_FROZEN_HEAT_RATE,sum(2020..2022 fuel_input_PJ) / sum(2020..2022 thermal_output_PJ),SRC_EFL_ANNUAL SRC_FIJI_PHASE1F,ASM_THERMAL_NCV,CALC_THERMAL_2020 CALC_THERMAL_2021 CALC_THERMAL_2022,"{""fuel_input_pj"":[3.0868425,2.9488155,3.6970386],""thermal_output_pj"":[1.259892,1.180116,1.4752836]}",PJ; PJ,2.4858165353507773,PJ/PJ,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CAS_2020,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":3595.0,""production_t"":71890.0}",ha; tonne,1.999721835883171,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CAS_2021,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":4310.0,""production_t"":86194.46}",ha; tonne,1.9998714617169377,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CAS_2022,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":5690.0,""production_t"":93837.01}",ha; tonne,1.6491565905096661,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CAS_2023,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":6042.0,""production_t"":106909.2}",ha; tonne,1.7694339622641508,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CAS_2024,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":6817.0,""production_t"":120250.0}",ha; tonne,1.7639724218864603,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_DEMAND_CAS,observed production_t/1e6 through 2024; after 2024 use FAOSTAT_2024 * inherited(year)/inherited(2024),SRC_FAOSTAT_CROPS SRC_FIJI_V25_CASE,ASM_CROP_POST2022_YIELD,,"{""2020"":71890.0,""2021"":86194.46,""2022"":93837.01,""2023"":106909.2,""2024"":120250.0}",tonne/year,"{""2020"":0.07189,""2021"":0.08619446,""2022"":0.09383701,""2023"":0.1069092,""2024"":0.12025}",Mt,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CON_2020,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":5420.0,""production_t"":21679.5}",ha; tonne,0.39999077490774904,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CON_2021,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":5003.0,""production_t"":20012.0}",ha; tonne,0.4,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CON_2022,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":3133.0,""production_t"":18675.52}",ha; tonne,0.5960906479412704,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CON_2023,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":2796.0,""production_t"":21931.5}",ha; tonne,0.7843884120171674,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_CON_2024,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":3125.0,""production_t"":25000.0}",ha; tonne,0.8,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_DEMAND_CON,observed production_t/1e6 through 2024; after 2024 use FAOSTAT_2024 * inherited(year)/inherited(2024),SRC_FAOSTAT_CROPS SRC_FIJI_V25_CASE,ASM_CROP_POST2022_YIELD,,"{""2020"":21679.5,""2021"":20012.0,""2022"":18675.52,""2023"":21931.5,""2024"":25000.0}",tonne/year,"{""2020"":0.0216795,""2021"":0.020012,""2022"":0.01867552,""2023"":0.0219315,""2024"":0.025}",Mt,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_OTH_2020,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":12162.0,""production_t"":62669.04}",ha; tonne,0.5152856438085841,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
CALC_CROP_OTH_2021,production_t / area_ha / 10,SRC_FAOSTAT_CROPS,,,"{""area_ha"":12307.0,""production_t"":63243.61}",ha; tonne,0.5138832371820915,Mt crop per 1000 km2,scripts/migrate_fiji_v26_provenance.py,working-tree-2026-07-31,
